ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment,hub,hub_policy,LIST,LISTREGION
6869,2,Aicent,United States,,000,online,,,,,,,Asia Pacific,,,,,,
6913,1572,Alaska Wireless Network,United States,epc.mnc370.mcc311.3gppnetwork.org,"310050,311370",hidden,,Indirect,Live,,,,North America,USAGC,,:TNS,TNS:Need approval,LIST_6913_AWN_TEST,NA
7417,2184,Appalachian Wireless,United States,epc.mnc130.mcc312.3gppnetwork.org,312130,hidden,,Indirect,,,,,,,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.3gppnetwork.org  then follow TNS hub route provisioning guide.",:TNS,TNS:Need approval,LIST_7417_APPALACHIAN_WIRELESS,NA
7404,1738,AT&T (mobilephone) Lab,United States,epc.mnc180.mcc311.3gppnetwork.org,,hidden,,,,,,,,,,,,,
7342,2994,At&t Cricket,United States,epc.mnc150.mcc310.3gppnetwork.org,310150,,,,,,,,,USACG,,,,,
6393,331,AT&T Mobility,United States,epc.mnc410.mcc310.3gppnetwork.org,310410,online,NA DSR,Direct,Live,All K2R request with AT&T does not need approval,,balram.jayaram@syniverse.com,North America,USAAT,"historical route split in S9NA and A6NA, new route shall be route through S9NA",,,LIST_6393_ATT_MOBILITY,NA
12514,2724,AT&T Mobility Maritime,United States,epc.mnc018.mcc901.3gppnetwork.org,90118,online,NA DSC,Direct,,,,fabian.castillo@syniverse.com,North America,,,,,LIST_12514_AT_T_MOBILITY_MARITIME,NA
6906,2878,AT&T-310030,United States,epc.mnc030.mcc310.3gppnetwork.org,310030,online,NA DSR,Direct,,All K2R request with AT&T does not need approval,,balram.jayaram@syniverse.com,,USACG,,,,LIST_6906_ATT310030,NA
6907,2877,AT&T-310280,United States,epc.mnc280.mcc310.3gppnetwork.org,310280,online,NA DSR,Direct,,All K2R request with AT&T does not need approval,,balram.jayaram@syniverse.com,North America,USACG,,,,LIST_6907_ATT310280,NA
7410,3075,AT&T-310380,United States,epc.mnc380.mcc310.3gppnetwork.org,310380,online,NA DSR,Direct,,,,,North America,USACG,,,,LIST_7410_ATT310380,NA
12599,3147,AT&T-313100,United States,epc.mnc100.mcc313.3gppnetwork.org,313100,online,NA DSR,Direct,,,,balram.jayaram@syniverse.com,North America,USACG,,,,LIST_12599_AT_T313100,NA
6908,2879,AT&T-JASPER-310150,United States,epc.mnc150.mcc310.3gppnetwork.org,310150,online,NA DSR,Direct,,,,balram.jayaram@syniverse.com,,USACG,,,,LIST_6908_ATTJASPER310150,NA
6909,2880,AT&T-JASPER-310170,United States,epc.mnc170.mcc310.3gppnetwork.org,310170,online,NA DSR,Direct,,,,balram.jayaram@syniverse.com,,USACG,,,,LIST_6909_ATTJASPER310170,NA
7055,1885,Bluegrass Cellular LLC,United States,epc.mnc810.mcc311.3gppnetwork.org,311810,online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,,,,,LIST_7055_BLUEGRASS_CELLULAR_LLC,NA
7377,2562,Bug Tussel,United States,epc.mnc330.mcc311.3gppnetwork.org,311330,hidden,,Indirect,,,,,North America,USABT,,:TNS,TNS:Need approval,LIST_7377_BUG_TUSSEL,NA
12529,3119,C Spire,United States,epc.mnc230.mcc311.3gppnetwork.org,311230,hidden,,Indirect,,,,,North America,USACM,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.6gppnetwork.org  then follow TNS hub route provisioning guide.",:TNS,TNS:Need approval,LIST_12529_C_SPIRE,NA
12539,3123,Cellular Network Partnership dba Pioneer Cellular,United States,epc.mnc280.mcc312.3gppnetwork.org,312280,hidden,,Indirect,,,,,,USAPI,,:TNS,TNS:Prefered(Default),LIST_12539_CELLULAR_NETWORK_PARTNERSHIP_DBA_PIONEER_CELLULAR,NA
7438,1563,Chariton Valley Cellular,United States,epc.mnc220.mcc312.3gppnetwork.org,"311010,311020,312220",online,"NA DSC, globecomm",Direct,Live,,,,North America,,hosted by globecomm,,,LIST_7438_CHARITON_VALLEY_CELLULAR,NA
12625,1997,Choice Wireless,United States,epc.mnc630.mcc310.3gppnetwork.org,310630,online,,Indirect,,,,,,,,:TNS,TNS:Prefered(Default),LIST_12625_CHOICE_WIRELESS,NA
6955,1906,Commnet Wireless,United States,epc.mnc040.mcc311.3gppnetwork.org,311040,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,USACD,,,,LIST_6955_COMMNET_WIRELESS,NA
7447,1582,Conecto,United States,epc.mnc460.mcc310.3gppnetwork.org,310460,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,North America,USA1L,,,,LIST_7447_CONECTO,NA
12530,3121,Cross Wireless,United States,epc.mnc010.mcc313.3gppnetwork.org,313010,hidden,,Indirect,,,,,North America,USASK,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.6gppnetwork.org  then follow TNS hub route provisioning guide.",:TNS,TNS:Prefered(Default),LIST_12530_CROSS_WIRELESS,NA
7127,2650,DCC,United States,epc.mnc210.mcc312.3gppnetwork.org,312210,online,NA DSC,Direct,Live,They are an MVNE.   Billing ID 4410,,fabian.castillo@syniverse.com,North America,USAAP,,,,LIST_7127_DIGITAL_ASPENTA,NA
6230,2571,DRA1.NYK1,United States,nycdra001.aicent.grx,,,,,,,,,,,,,,,
6208,2561,DRA1.SJC3,United States,sjcdra001.aicent.grx,,,,,,,,,,,,,,,
7460,3087,Eltopia Communications,United States,epc.mnc410.mcc312.3gppnetwork.org,312410,online,"Digital (Aspenta), NA DSC",Direct,Live,,,fabian.castillo@syniverse.com,North America,USAEL,,,,LIST_7460_ELTOPIA_COMMUNICATIONS,NA
12545,3127,Expeto Wireless Inc,United States,epc.mnc260.mcc313.3gppnetwork.org,313260,online,,Indirect,,,,,,,,:BICS,BICS:Prefered(Default),LIST_12545_EXPETO_WIRELESS_INC,NA
7297,3001,globecomm,United States,epc.mnc890.mcc311.3gppnetwork.org,311890,online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,,,,,LIST_7297_GLOBECOMM,NA
7069,2906,Globetouch US,United States,"epc.mnc276.mcc240.3gppnetwork.org	,epc.mnc620.mcc312.3gppnetwork.org","240276,312620",online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,,,,,LIST_7069_GLOBETOUCH_US,NA
7367,3018,Hewlett-Packard Communication Services LLC,United States,epc.mnc930.mcc312.3gppnetwork.org,312930,,,,Not in external coverage,,,,North America,USAHC,"used to connect to NA DSR,HP told NA DSC team to terminate relashionship cause the only 1 route TIM Brazil, not migrated to NA DSC",,,LIST_7367_HEWLETTPACKARD_COMMUNICATION_SERVICES_LLC,NA
7488,1846,Indigo Wireless,United States,epc.mnc030.mcc311.3gppnetwork.org,311030,online,"globecomm, NA DSC",Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,USAIN,,,,LIST_7488_INDIGO_WIRELESS,NA
7381,2547,Inland Cellular,United States,epc.mnc580.mcc310.3gppnetwork.org,310580,hidden,,Indirect,Live,,,,North America,,Inland has terminated services with Syniverse effective 11/17/2017,:TNS,TNS:Need approval,LIST_7381_INLAND_CELLULAR,NA
7079,1573,Iowa Wireless,United States,epc.mnc770.mcc310.3gppnetwork.org,310770,online,NA DSR,Direct,Live,,,balram.jayaram@syniverse.com,North America,USAIW,,,,LIST_7079_IOWA_WIRELESS,NA
7023,1715,iSmart Mobile,United States,epc.mnc300.mcc310.3gppnetwork.org,310300,online,"EU DSC, Truphone",Direct,Live,,,joe.feng@syniverse.com,North America,USAMI,"Operator Hosted Operator via Truphone connections 
RMT account distributed to Truphone 
RMT contact list same to Truphone ",,,LIST_7023_ISMART_MOBILE,EU
6977,852,Jasper Wireless,United States,"epc.mnc016.mcc901.3gppnetwork.org,epc.mnc150.mcc310.3gppnetwork.org,epc.mnc170.mcc310.3gppnetwork.org","310150,310170,901016",,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,INTJS,,,,LIST_6977_ATTJASPER901016,NA
7441,3039,JVT,United States,epc.mnc920.mcc310.3gppnetwork.org,310920,hidden,,Indirect,,,,,,,"TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.3gppnetwork.org  then follow TNS hub route provisioning guide.",:TNS,TNS:Need approval,LIST_7441_JVT,
7052,1945,Limitless Mobile USA,United States,epc.mnc690.mcc310.3gppnetwork.org,310690,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,North America,USACW,,,,LIST_7052_LIMITLESS_MOBILE_USA,NA
12645,3161,Midwest Network Solutions Hub,United States,"epc.mnc070.mcc313.3gppnetwork.org,epc.mnc700.mcc311.3gppnetwork.org","311700,313070",online,"Digital (Aspenta), NA DSC",Direct,Live,,,fabian.castillo@syniverse.com,North America,USAMH,,,,LIST_12645_MIDWEST_NETWORK_SOLUTIONS_HUB,NA
7408,3065,NA-CHI-DSC-01,United States,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,,,,,
7409,3067,NA-DAL-DSC-01,United States,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,,,,,
7502,3101,NetGenuity,United States,epc.mnc630.mcc312.3gppnetwork.org,312630,hidden,,Indirect,,,,,North America,USA55,,:Comfone,Comfone:Prefered(Default),LIST_7502_NETGENUITY,"EU,NA"
7457,1959,New Cell Inc. dba Cellcom,United States,epc.mnc620.mcc310.3gppnetwork.org,310620,hidden,NA DSC,Direct,Live,,,,North America,,"Implementation in progress so RMT is hidden status.
Need customer to provide IR21 to populate MCCMNC in CCB so RIS can monitor its traffic",,,LIST_7457_NEW_CELL_INC_DBA_CELLCOM,NA
6902,1615,NewCore Wireless,United States,"epc.mnc260.mcc312.3gppnetwork.org,epc.mnc530.mcc311.3gppnetwork.org","311530,312260",online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,USANW,,,,LIST_6902_NEWCORE_WIRELESS,NA
7472,3091,Nex-Tech Wireless,United States,epc.mnc420.mcc312.3gppnetwork.org,312420,hidden,,,,,,,,USA6G,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.3gppnetwork.org  then follow TNS hub route provisioning guide.
",:TNS,TNS:Need approval,LIST_7472_NEXTECH_WIRELESS,NA
7260,2899,Northeast Wireless Networks,United States,epc.mnc710.mcc311.3gppnetwork.org,"311710,312920",online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,USANF,"Connect to S9NA via Globecomm, treated as direct OP",:TNS,TNS:Need approval,LIST_7260_NORTHEAST_WIRELESS_NETWORKS,NA
12653,3163,Persistent Telecom ,United States,pti.com,338050,hidden,"NA DSC, Digicel Jamaica",Direct,Not in external coverage,,Contract,Mario.herrera@syniverse.com,North America,,"Persistent Telecom has CCB entry for Billing purpose only.
Persistent will be a serve market for Digicel Jamaica, however, they will be routing messages using their own private realm,:pti.com  for billing purposes. ",,,,
6901,1578,Pine Telephone,United States,epc.mnc080.mcc311.3gppnetwork.org,311080,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,USAP1,,,,LIST_6901_PINE_TELEPHONE,NA
6853,2856,S9 NA CHI DRA,United States,syniverse.com,,,,,,,,,,,,,,,
6854,2857,S9 NA DAL DRA,United States,syniverse.com,,,,,,,,,,,,,,,
6900,1581,Sagebrush Cellular/Nemont,United States,epc.mnc480.mcc312.3gppnetwork.org,312480,online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,USANT,,,,LIST_6900_SAGEBRUSH_CELLULARNEMONT,NA
7379,3059,Silverstar Communications USA,United States,epc.mnc430.mcc312.3gppnetwork.org,312430,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,,,,,LIST_7379_SILVERSTAR_COMMUNICATIONS_USA,NA
7114,2610,Smith Bagley,United States,epc.mnc320.mcc310.3gppnetwork.org,310320,online,NA DSC,Direct,Live,C1 NE Arizona ,,fabian.castillo@syniverse.com,North America,USASB,,,,LIST_7114_SMITH_BAGLEY,NA
7395,3014,SouthernLINC Wireless,United States,epc.mnc720.mcc312.3gppnetwork.org,312720,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,North America,,,,,LIST_7395_SOUTHERNLINC_WIRELESS,NA
6966,649,Sprint PCS,United States,epc.mnc120.mcc310.3gppnetwork.org,310120,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,North America,USANC,,,,LIST_6966_SPRINT_PCS,NA
12565,3133,Sprint-312530,United States,epc.mnc530.mcc312.3gppnetwork.org,312530,online,NA DSC,Direct,,,,fabian.castillo@syniverse.com,North America,USASV,,,,LIST_12565_SPRINT312530,NA
7378,3057,Strata Network USA,United States,epc.mnc290.mcc312.3gppnetwork.org,312290,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,,,,,LIST_7378_STRATA_NETWORK_USA,NA
6855,2862,Syniverse Account,United States,,111,online,,,,,,,,,,,,,
6471,276,Syniverse Peering Hub,United States,syniverse.com,,,,,,,,,,,,,,,
6648,318,T-Mobile USA Inc,United States,"epc.mnc240.mcc310.3gppnetwork.org,epc.mnc260.mcc310.3gppnetwork.org","310240,310260",online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,North America,USAD1,AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org,,,LIST_6648_TMOBILE_USA_INC,NA
7512,3105,Tampnet,United States,"epc.mnc170.mcc311.3gppnetwork.org,epc.mnc999.mcc242.3gppnetwork.org","242999,311170",online,NA DSC,Direct,Live,,,,North America,AAMT2,,,,LIST_7512_TAMPNET,NA
7434,2655,Telna USA,United States,epc.mnc840.mcc310.3gppnetwork.org,310840,hidden,,Indirect,,,,,,USATL,"no ongoing sales project, proceed to open the route.",:Comfone,Comfone:Prefered(Default),LIST_7434_TELNA_USA,"EU,NA"
7282,2987,Transaction Network Services Peering Hub,United States,epc.mnc520.mcc310.3gppnetwork.org,,online,NA DSC,Peer,,,,,,,"TNS RHUB
Operator open s6a route with GNS RHUB , communicates with 	epc.mnc520.mcc310.3gppnetwork.org to communicates with all operator under the RHUB",,,LIST_7282_TRANSACTION_NETWORK_SERVICES_PEERING_HUB,NA
7311,742,U.S. Cellular,United States,epc.mnc580.mcc311.3gppnetwork.org,311580,hidden,,Indirect,,,,luisdiego.jimenez@syniverse.com,North America,,,:TNS,TNS:Need approval,LIST_7311_US_CELLULAR,NA
12637,818,Union Telephone,United States,epc.mnc020.mcc310.3gppnetwork.org,310020,hidden,,Indirect,Live,,,,North America,USAUN,,:Comfone,Comfone:Need approval,LIST_12637_UNION_TELEPHONE,"EU,NA"
6538,650,Verizon Wireless,United States,"epc.mnc270.mcc311.3gppnetwork.org,epc.mnc480.mcc311.3gppnetwork.org","311270,311480",online,NA DSC,Direct,Live,All K2R request with VRZ does not need approval,,Mario.herrera@syniverse.com,North America,USAVW,,,,LIST_6538_VERIZON_WIRELESS,NA
12616,3153,"Vermont Telephone Company, Inc",United States,epc.mnc990.mcc311.3gppnetwork.org,311990,online,NA DSC,Direct,Pending,,Contract,luisdiego.jimenez@syniverse.com,North America,USAVT,,,,LIST_12616_VERMONT_TELEPHONE_COMPANY_INC,NA
7299,641,Viaero Wireless,United States,epc.mnc450.mcc310.3gppnetwork.org,310450,hidden,,Indirect,Live,,,,North America,USACI,Viaero is in the process of migrating their traffic to TNS.,:TNS:Comfone,"TNS:Need approval
Comfone:Need approval",LIST_7299_VIAERO_WIRELESS,NA
7422,3079,Vodafone US For Life,United States,epc.mnc999.mcc999.3gppnetwork.org,,,,,,,,,,,,,,,
7302,1583,West Central Cellular,United States,epc.mnc180.mcc310.3gppnetwork.org,310180,hidden,,Indirect,,,,,North America,USAWC,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.3gppnetwork.org  then follow TNS hub route provisioning guide.
",:TNS,TNS:Need approval,LIST_7302_WEST_CENTRAL_CELLULAR,NA
12542,3125,Wireless Partners,United States,epc.mnc710.mcc312.3gppnetwork.org,312710,hidden,,Indirect,Live,,,,North America,USAGW,,:TNS,TNS:Need approval,LIST_12542_WIRELESS_PARTNERS,NA
7448,3085,Worldcall,United States,epc.mnc990.mcc310.3gppnetwork.org,310990,hidden,,Indirect,,,,,,USAEZ,"*TNS OP,ask customer whether the route is normal bilateral route or muti-lateral rhub route to epc.mnc520.mcc310.3gppnetwork.org  then follow TNS hub route provisioning guide.
",:TNS,TNS:Need approval,LIST_7448_WORLDCALL,NA
6624,695,Antel,Uruguay,epc.mnc001.mcc748.3gppnetwork.org,74801,online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,URYAN,,,,LIST_6624_ANTEL,NA
7099,1429,CTI,Uruguay,epc.mnc010.mcc748.3gppnetwork.org,74810,online,,Indirect,Live,,,,CALA,URYAM,,:iBasis,iBasis:Prefered(Default),LIST_7099_CTI,NA
7042,1453,Telefonica Moviles UY,Uruguay,epc.mnc007.mcc748.3gppnetwork.org,74807,online,,Indirect,Live,,,,CALA,URYTM,,:TIWS,TIWS:Prefered(Default),LIST_7042_TELEFONICA_MOVILES_UY,NA
7439,1015,Beeline(Unitel) Uzbekistan,Uzbekistan,epc.mnc004.mcc434.3gppnetwork.org,43404,online,,Indirect,Live,,,,EMEA,UZBDU,PM has approved to migrate it from iBasis to BICS on March1 2018,:iBasis:BICS,"iBasis:Need approval
BICS:Prefered(Default)",LIST_7439_BEELINEUNITEL_UZBEKISTAN,"EU,NA"
12487,1340,MTS Uzbekistan,Uzbekistan,epc.mnc007.mcc434.3gppnetwork.org,43407,hidden,,Indirect,,,,,,UZB07,,:Comfone,Comfone:Prefered(Default),LIST_12487_MTS_UZBEKISTAN,"EU,NA"
6956,1832,Digicel (Vanuatu) Ltd,Vanuatu,epc.mnc002.mcc542.3gppnetwork.org,54105,Group,,Indirect,Live,,,,Asia Pacific,VUTDP,"""Tonga/Fiji/Vanuatu have the same realm name"" per Digicel group.

Per their IR21, their IMSI prefix are different.

Now only leave Digicel Fiji in RMT, the other 2 was set to ""group"" of RMT status.

",:Telstra,Telstra:Prefered(Default),,
12636,1020,Telecom Vanuatu,Vanuatu,epc.mnc001.mcc541.3gppnetwork.org,54101,hidden,,Indirect,,,,,,VUT01,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
12627,506,Corporacion Digitel,Venezuela,,,,,,,,,,,VEND2,,,,,
12624,1627,Digicel Venezuela,Venezuela,,,,,,,,,,,VEND3,,,,,
12486,706,Mobifone (VMS),Viet Nam,epc.mnc001.mcc452.3gppnetwork.org,45201,online,AP DSC,Direct,Pending,,,tom.yu@syniverse.com,Asia Pacific,VNMMO,,,,LIST_12486_MOBIFONE_VMS,AP
7464,1733,Vietnamobile Telecommunications Joint Stock Company,Viet Nam,epc.mnc005.mcc452.3gppnetwork.org,45205,hidden,,Indirect,Pending,,,,Asia Pacific,VNMVM,"March 8, 2018, BICS states Hanoi is not ready for LTE roaming at the moment, will notice SVR once they does",:Comfone,Comfone:Prefered(Default),LIST_7464_VIETNAMOBILE_TELECOMMUNICATIONS_JOINT_STOCK_COMPANY,"EU,NA"
7325,707,Viettel Group,Viet Nam,epc.mnc004.mcc452.3gppnetwork.org,45204,hidden,AP DSC,Indirect,Live,,,tom.yu@syniverse.com,Asia Pacific,VNMVT,"2017 Oct 12, We are working on setting up DSS direct connection with Viettel Vietnam.

2018 Aug29, SCTP still not up, no customer response
Survey sent to customer

Before the connection status change to Direct, please use comfone.",:Comfone,Comfone:Prefered(Default),LIST_7325_VIETTEL_GROUP,"EU,NA"
7440,507,Vinaphone,Viet Nam,epc.mnc002.mcc452.3gppnetwork.org,45202,online,AP DSC,Indirect,Live,,,tom.yu@syniverse.com,Asia Pacific,VNMVM,"Project of Vinaphone has been closed at Aug 28, new route shall be provisioned by special route to its AP connection. Will migration historical route later.",:FT,FT:Prefered(Default),LIST_7440_VINAPHONE,"EU,NA"
7453,1663,Cable and Wireless British Virgin,Virgin Islands British,epc.mnc170.mcc348.3gppnetwork.org,348170,group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,VGBCW,Cable and wireless group member,,,,
12767,1717,CCT Boatphone Caribbean,Virgin Islands British,,,,,,Pending,,,,,VGBCC,,,,,
7478,2601,Digicel British Virgin Islands,Virgin Islands British,,,,,,,,,,,,,,,LIST_7478_DIGICEL_BRITISH_VIRGIN_ISLANDS,NA
12610,3149,Gigsky Mobile,Virgin Islands U.S.,epc.mnc870.mcc312.3gppnetwork.org,312870,hidden,,,,,,,,VIRGS,,:Comfone,Comfone:Prefered(Default),LIST_12610_GIGSKY_MOBILE,"EU,NA"
12559,2337,Vitelcom Cellular DBA Innovative Wireless,Virgin Islands U.S.,epc.mnc040.mcc311.3gppnetwork.org	,,,,,,,,,,,"Vitelcom (Viya) is a child company of Commnet and share the same realm with Commnet.
Viya uses the Commnet realm and a subset of the Commnet IMSI prefix for diameter routing. 

As TotalVis customer, Commnet wish to see which traffic belongs to them (parent company) and which traffic belongs to Viya.

From a diameter route election perspective, Viya will not have access to elect routes and would only ¡°inherit¡± Commnet¡¯s roaming relationships.

From a diameter routing perspective, the NA DSCs will route messages from IMSI prefix 3110405, destined toward Commnets realm via the Viya peer connections. All other IMSI prefixes 311040(0-4) & 311040(6-9) destined toward Commnet¡¯s realm will be routed via the Commnet peer connections. 
",,,,
12772,1893,Cell Z (Zamtel MTS),Zambia,epc.mnc003.mcc645.3gppnetwork.org,64503,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-30",:Comfone K2R,Comfone K2R:Prefered(Default),,
12769,1348,Celtel Zambia,Zambia,epc.mnc001.mcc645.3gppnetwork.org,64501,online,,Indirect,,,,,,ZMBCE,,:BICS,BICS:Prefered(Default),LIST_12769_CELTEL_ZAMBIA,"EU,NA"
12751,1718,MTN Zambia,Zambia,epc.mnc002.mcc645.3gppnetwork.org,64502,online,,Indirect,,,,,EMEA,ZMB02,,:BICS,BICS:Prefered(Default),LIST_12751_MTN_ZAMBIA,"EU,NA"
7449,1731,Econet Wireless,Zimbabwe,epc.mnc004.mcc648.3gppnetwork.org,64804,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,ZWEET,"first trail route opened on Aug6 to MTN Zambia.
Second route has not been opened yet.
Please ask Joe feng to open all the route while Econet still in trail phase",,,LIST_7449_ECONET_WIRELESS,EU
12738,1834,Telecel Zimbabwe (PVT) Ltd,Zimbabwe,epc.mnc003.mcc648.3gppnetwork.org,64803,,,,,,,,,ZWEN3,,,,,
